UPC,Timestamp,Title,Publisher,Release_Date,Format,Series,Volume_Issue,Page_Count,ISBN,Price_USD,Genre,Description,Cover_Image_URL,Goodreads_Rating,Data_Source,Creators,Cover_Artist,Variant_Type,First_Print,Print_Number,Comic_Vine_ID,Key_Issue,Key_Issue_Reason,MSRP,Market_Price_High,Market_Price_Low,Market_Price_Avg,Price_Trend,Last_Sale_Date,Sales_Count,Demand_Score,Dimensions,Weight_Oz,Binding,Paper_Quality,Color,Language,Age_Rating,Content_Warnings,Story_Arc,Collected_In,Condition_Image_URL,Condition_Grade,Condition_Notes,Quantity,Location,Cost_Basis,List_Price,Profit_Margin,Google_Books_ID,OpenLibrary_ID,Amazon_ASIN,eBay_Item_Number,Goodreads_ID,Wikipedia_URL,Views_Count,Inquiries_Count,Last_Viewed,Scan_Count,Days_In_Inventory,Enrichment_Confidence,Goodreads_Rating,Goodreads_Reviews,Amazon_Rating,Amazon_Reviews,Awards

